*the_geom:MultiLineString,Length:String
"MULTILINESTRING ((115.8580721291255 39.558032547791136, 115.85756096976297 39.55798182063183, 115.85685936996401 39.55794081244586, 115.85649853767747 39.55795028320632, 115.855867090394 39.557939367235306, 115.85449393534691 39.55793736804243))",0.307
"MULTILINESTRING ((115.87034543159645 39.57437504330101, 115.87034539832156 39.57448500700492))",0.012
"MULTILINESTRING ((115.87484306165801 39.58339873728938, 115.87457243946653 39.583398336191756))",0.023
"MULTILINESTRING ((115.87983428462462 39.58421587299159, 115.88292142788168 39.58405050295579))",0.265
"MULTILINESTRING ((115.8812753672645 39.55828626452678, 115.88127555612209 39.557656464801326, 115.88129561729897 39.55760651015959, 115.88130565283369 39.55756653799263, 115.88137581973831 39.5575466458883, 115.88160635195163 39.55753698447154, 115.88183689675543 39.5574873364987, 115.88210756391301 39.55733777744377, 115.8824785027807 39.5570484097836))",0.201
"MULTILINESTRING ((115.90233963086928 39.57232489390609, 115.90220987488591 39.57231513356395, 115.90196033999779 39.572305591757065, 115.90180063029493 39.57232587776444))",0.047
"MULTILINESTRING ((115.8824785027807 39.5570484097836, 115.88343071125837 39.55697981759182))",0.082
"MULTILINESTRING ((115.84615425581433 39.559664611360034, 115.84833914073884 39.56011763764618))",0.194
"MULTILINESTRING ((115.84979636441074 39.58055261503862, 115.84974625508563 39.58053254846576, 115.84951573456351 39.58050221793045, 115.84927518480195 39.58049186583439, 115.84908475965405 39.5804515986898, 115.84887428502032 39.580421297832096, 115.84868384458377 39.58043101230883, 115.84855354181252 39.580440816717754, 115.84840319944817 39.58043059772136, 115.84810252730983 39.5803701740717, 115.84774171930495 39.58029966542465, 115.84738093827967 39.580139188600114, 115.84699010371035 39.57992868428878, 115.84656920840234 39.579688147117764, 115.8463086487252 39.57955780837361))",0.327
"MULTILINESTRING ((115.85598363983318 39.57034527474204, 115.8551615776447 39.57092386796953, 115.85414903904699 39.57163213534215, 115.8526051683939 39.57270949167711, 115.8517129366028 39.57331796667824, 115.85094100712182 39.57383664976896, 115.85076055365663 39.57396633920262, 115.85057006825413 39.57412600304003, 115.85031939932094 39.574435525406564, 115.849737805955 39.57529436806806, 115.84941692784902 39.57576373143849, 115.84917627916207 39.57608326415875))",0.874
"MULTILINESTRING ((115.89160497129252 39.57206706816803, 115.89150473825316 39.57207691754313))",0.009
"MULTILINESTRING ((115.84469014693276 39.562151593848334, 115.84460987524562 39.56244137339801, 115.8443289153472 39.56349058994612, 115.84428878669827 39.56361048846065, 115.84423864769555 39.563690386929174, 115.84364708264683 39.56437927660965))",0.268
"MULTILINESTRING ((115.88906857285644 39.57397274597287, 115.88908858816787 39.57407274428914))",0.011
"MULTILINESTRING ((115.8588834021474 39.560003057722234, 115.8587529743703 39.56043272142031, 115.85872281740421 39.56072257831167))",0.081
"MULTILINESTRING ((115.89405154184523 39.568901633530935, 115.89420177269369 39.56928173738967, 115.89422178530718 39.56939173256981, 115.89427181639132 39.569671720301045, 115.89432190143464 39.56977176358342, 115.89438201212022 39.56986182439104, 115.89447218264512 39.5699819198571, 115.89455232483 39.57012199466173, 115.89458236398504 39.57022200736711, 115.8946023765984 39.570332003446566, 115.8946023469208 39.57043197298455, 115.89458224077782 39.570631882382855))",0.200
"MULTILINESTRING ((115.88906857285644 39.57397274597287, 115.8899706684117 39.57389409846127))",0.078
"MULTILINESTRING ((115.89493060936024 39.57873992263674, 115.89427948221235 39.57751933577614))",0.147
"MULTILINESTRING ((115.87510104477747 39.59210629349814, 115.87507118278894 39.59141647301934, 115.87509131591162 39.591126597242166, 115.8751515255226 39.59088676513959))",0.136
"MULTILINESTRING ((115.86823476772041 39.59377550536282, 115.86830489865224 39.59387557742349, 115.8683649886534 39.594035613580225, 115.86844509756327 39.59428565029005, 115.86852519478201 39.594575674455314, 115.86858524611229 39.59486566804369, 115.86866535232421 39.59512570161736, 115.86873546796755 39.595275756198724, 115.86878556560144 39.5953358111263, 115.86888577795638 39.59539594159698, 115.86902607939008 39.595466127387404))",0.206
"MULTILINESTRING ((115.8607766315364 39.56374455129735, 115.86080675702624 39.563554659447334, 115.86082684248481 39.563424733492006, 115.86082695310142 39.56305485852226, 115.86088748826707 39.561735393900655, 115.86092775990825 39.56113565581322, 115.86090778056973 39.560915701425785))",0.314
"MULTILINESTRING ((115.87386080503222 39.5833972821863, 115.87379064352342 39.58339717786492))",0.006
"MULTILINESTRING ((115.84451044709954 39.55977217567267, 115.8439484787393 39.56203055319479))",0.256
"MULTILINESTRING ((115.89418932877459 39.57733925822762, 115.89431963424374 39.5773194560555))",0.011
"MULTILINESTRING ((115.87344968085813 39.58399647708325, 115.87294852915137 39.58399573514254))",0.043
"MULTILINESTRING ((115.87985436738518 39.58409594120218, 115.8799046116086 39.58366615249839))",0.048
"MULTILINESTRING ((115.85602378287136 39.57017539190818, 115.8566051487087 39.57007627942412, 115.85670539973444 39.57000645066458, 115.8572968784482 39.569607455646945, 115.85758761217858 39.569387958115186, 115.85765779167376 39.569328081253296, 115.85795853036201 39.569168577495205, 115.85819911339843 39.56906896408881, 115.85831939502407 39.56904914752752, 115.85859001991355 39.569039548164, 115.85873033933377 39.569049750972596, 115.86183748351311 39.56903431590833))",0.540
"MULTILINESTRING ((115.89793721563001 39.579684064195675, 115.89806752199864 39.57965426426032, 115.898388269703 39.57960475028645, 115.8994607589069 39.57940636703764))",0.134
"MULTILINESTRING ((115.89048072340677 39.57762369670368, 115.89080146571519 39.57760417601931, 115.89110216303446 39.57758462655671, 115.89179376327161 39.577545658932436))",0.113
"MULTILINESTRING ((115.87982420142578 39.58441579408111, 115.87977386187424 39.58516547973058, 115.87973369725239 39.5854053433094, 115.87971360280063 39.585565261654956, 115.87967343638002 39.585815122097706, 115.87965334192825 39.5859750413426, 115.87958306080964 39.586374808877814, 115.8795227028105 39.58710448641042, 115.87949251436805 39.58750431330092, 115.87948244016252 39.58767424379883, 115.87944220089696 39.588164027175615))",0.418
"MULTILINESTRING ((115.87879611265055 39.5701588434832, 115.87880590986491 39.57090861726628, 115.87881587615186 39.571098571169536))",0.104
"MULTILINESTRING ((115.89316621774684 39.57987697057317, 115.89358721557757 39.57977762336609))",0.038
"MULTILINESTRING ((115.8500855665957 39.58543133821315, 115.84998535154286 39.58538120640504, 115.8497448440494 39.58523090271149, 115.84929387990871 39.58499031787637, 115.84805118051759 39.584468657130294, 115.84768036755499 39.58433815381023, 115.84639753501824 39.58395638620573, 115.84600666987194 39.5838458460364, 115.8457461012017 39.58374549518595, 115.84440319844896 39.58313372147154, 115.84417270490644 39.5830134227587, 115.84370172185709 39.58268284276647, 115.84358149059334 39.58253271803794, 115.8435514460425 39.58245270175825, 115.84352142757189 39.582282718200354, 115.84352143386717 39.58226272537194))",0.679
"MULTILINESTRING ((115.89503242520628 39.57346168013981, 115.89524311747596 39.572762202740854, 115.8956142865701 39.57170306936858, 115.8958650652206 39.571023644153264, 115.89586507781121 39.5709836566978, 115.89586508320713 39.570963662070746, 115.89584504361393 39.5709436386654, 115.89580495723305 39.57092358648172, 115.89578492663314 39.57087357248477, 115.89578494461956 39.57081359040226, 115.89582507596653 39.57068368872862))",0.321
"MULTILINESTRING ((115.88265279409119 39.57743220226174, 115.88266274778768 39.577662143620465, 115.88266269382837 39.57784208717, 115.88262252381048 39.578101945375884))",0.075
"MULTILINESTRING ((115.84573717093373 39.58010676893966, 115.84521585642663 39.580495860622904, 115.8443737330614 39.58112439140499, 115.84388249997744 39.58147354059888, 115.84366193944696 39.58165315049995, 115.84356169111925 39.58171298059703))",0.258
"MULTILINESTRING ((115.87054678080936 39.571416313339604, 115.87160922458611 39.57140787859809, 115.87263158557926 39.57136939390981, 115.87369403834929 39.57133096767744, 115.87524762797568 39.57126327300901, 115.87606952828615 39.57122449424239))",0.473
"MULTILINESTRING ((115.86853655232004 39.55676820801369, 115.86903771212074 39.5567389476716))",0.043
"MULTILINESTRING ((115.87015189479415 39.58469135984588, 115.87026215167703 39.5846815266586))",0.010
"MULTILINESTRING ((115.88680035944913 39.583986273375274, 115.88679012606349 39.58468603945665, 115.88680012202805 39.58477602562056, 115.88680004468642 39.585035944980355, 115.88681004334887 39.585115934280395, 115.88680999208749 39.58528588096613, 115.88681999704532 39.58534587743776, 115.88680994442346 39.58544583078795, 115.88678987695131 39.58551577915734, 115.8867698103785 39.58558572752681))",0.178
"MULTILINESTRING ((115.88492598524613 39.58421342323834, 115.88492597895083 39.58423341696607, 115.88492594297793 39.58435337933247, 115.88490580985535 39.58464325780756, 115.8848253672969 39.58550286849005, 115.88474490405416 39.586432456320274))",0.247
"MULTILINESTRING ((115.85577535774665 39.563017488093955, 115.85509382182248 39.56291652660376))",0.059
"MULTILINESTRING ((115.86957867231797 39.59104841108284, 115.86967888467281 39.59110854065413, 115.86976907138559 39.59117865180086, 115.86980912718957 39.591298671723834, 115.8697990925541 39.591338643890815, 115.86971888651748 39.59140850142869, 115.8696286674291 39.591448353985854, 115.86945825219665 39.5915280734893, 115.86934797462936 39.59160788292496, 115.86928782437371 39.59164777954889, 115.86919759629212 39.59171762269766, 115.86902717206634 39.59182733189339))",0.126
"MULTILINESTRING ((115.86997169673646 39.58397132934084, 115.8697311442769 39.58397097320932))",0.021
"MULTILINESTRING ((115.84451044709954 39.55977217567267, 115.84441023114732 39.55972204746186, 115.84418976054906 39.559601768534115, 115.84413965212332 39.55958170286063, 115.84404945641732 39.55954158590278))",0.047
"MULTILINESTRING ((115.87026215167703 39.5846815266586, 115.87188590281221 39.584613956996016, 115.87293833533602 39.58456553389977))",0.229
"MULTILINESTRING ((115.90570357915692 39.57168893832123, 115.90614268753507 39.57195805684624, 115.90638220037829 39.57210757633099))",0.075
"MULTILINESTRING ((115.87038452062914 39.57771400212695, 115.87037442573923 39.577953907973914))",0.027
"MULTILINESTRING ((115.89281697052682 39.57468804604389, 115.8927468458903 39.574567979356175, 115.892626638009 39.57433787342154, 115.89250644361756 39.574067779132115, 115.89242630143268 39.573927704327495, 115.89231611649564 39.573697612782034))",0.118
"MULTILINESTRING ((115.87054678080936 39.571416313339604, 115.87054676552087 39.57146629675956))",0.006
"MULTILINESTRING ((115.86853655232004 39.55676820801369, 115.86851658107535 39.55651826213542, 115.86848658149061 39.556288294696344, 115.86847661250567 39.55610833945559, 115.86842662279047 39.55568840642212, 115.8684166304232 39.55558842429365, 115.86835660337466 39.55521846029103, 115.86833659885497 39.55507847721725, 115.86831657724825 39.55499847442735, 115.86824646969887 39.554818431952334, 115.86822644809217 39.55473843006176, 115.86815638011295 39.55442843105452, 115.86812635894434 39.5542684398639, 115.86810635442477 39.55412845768943, 115.86806632290256 39.55392846555354, 115.8680463003965 39.55384846276364, 115.86801628822116 39.55365848278005, 115.86800629225661 39.55356849751546, 115.867986267952 39.55349849158942, 115.86796624814394 39.553408492834976, 115.86791620267068 39.55317849661762, 115.86790619771295 39.55311850194458, 115.86789619545311 39.55304851040772, 115.86787617924233 39.552948514789406, 115.86785616033366 39.55285851513564, 115.86781611082496 39.552718503283565, 115.86779610001008 39.552598514836895, 115.86777607570536 39.55252850891086, 115.86775606848778 39.55239852270094))",0.490
"MULTILINESTRING ((115.86957867231797 39.59104841108284, 115.86943834750184 39.59105819930396, 115.86921784722598 39.591037877323664, 115.86902741848063 39.591007603445675))",0.048
"MULTILINESTRING ((115.89809023437692 39.57077697450515, 115.89654672165399 39.57071473692295))",0.132
"MULTILINESTRING ((115.8981354603833 39.58705213327684, 115.89898746280119 39.58684344739466))",0.076
"MULTILINESTRING ((115.87847702689339 39.56466014028058, 115.87849710965395 39.56454020849116, 115.87857732018722 39.56445035452759, 115.87871766119122 39.564390579289174, 115.87882792616789 39.56435075371166))",0.050
"MULTILINESTRING ((115.86147269690753 39.582209325427456, 115.86147267262582 39.58228929853975))",0.009
"MULTILINESTRING ((115.90568170314816 39.57833702366215, 115.90628007426606 39.580175395305716))",0.211
"MULTILINESTRING ((115.85688689281596 39.56641794705798, 115.85712744527542 39.56641829959222))",0.021
"MULTILINESTRING ((115.89884011248124 39.57688622744486, 115.89897041075595 39.57687641943865, 115.89924102215548 39.57688680930625, 115.89955171184202 39.576907247299076, 115.89979223912064 39.57690758274619))",0.082
"MULTILINESTRING ((115.84677642838949 39.55718639276512, 115.84716774049889 39.55580744878205, 115.84717777603362 39.55576747751439, 115.84715773554116 39.555747455008316, 115.84712767839973 39.55570742528475, 115.84605528092654 39.55548594384851, 115.84582477209563 39.55541563395167))",0.286
"MULTILINESTRING ((115.89740689081545 39.576724179504716, 115.89736684670264 39.576564169428316, 115.89735684174491 39.576504172956625, 115.89726678003798 39.576024185894894, 115.8972567930666 39.57590420734074, 115.89724678181359 39.575864205496096))",0.097
"MULTILINESTRING ((115.86388292225911 39.56656814553083, 115.86391309990971 39.56620831059241, 115.86394330364067 39.56575850567788, 115.86394338188165 39.56549859351263))",0.119
"MULTILINESTRING ((115.86720388205356 39.58882561253947, 115.86902817840782 39.58847844095479))",0.161
"MULTILINESTRING ((115.85664603098964 39.567447240924785, 115.85857044886721 39.56746005806259, 115.85981331553216 39.567421893532924))",0.271
"MULTILINESTRING ((115.89934678062946 39.591832472418204, 115.89960678092824 39.59377226600481))",0.217
"MULTILINESTRING ((115.87965193628793 39.590653542154755, 115.87985209929502 39.59164352395696))",0.111
"MULTILINESTRING ((115.85018325365432 39.5605301836484, 115.8510860830563 39.558012378695615, 115.85123651895026 39.55771270210681))",0.326
"MULTILINESTRING ((115.8650150913734 39.56800932259951, 115.86501522357378 39.56756946958275))",0.049
"MULTILINESTRING ((115.88621207332858 39.57375860660181, 115.8862028309959 39.571159407607965, 115.88618294698551 39.57061954818099, 115.88615291682368 39.570489544884005, 115.88606274000347 39.57038944314568, 115.88598256724173 39.570349338778364, 115.88581218528418 39.57031909727593, 115.88533108036519 39.57031839130813, 115.88447913190645 39.57028714975954, 115.88351692746424 39.57026574319687, 115.8824745358712 39.5702542156869))",0.686
